location,size,total_sqft,bath,price,bhk,price_per_sqft
Chandapura,3 BHK,1190.0,2.0,30.35,3,2550
AECS Layout,3 BHK,1620.0,3.0,98.0,3,6049
Marathahalli,2 BHK,950.0,2.0,46.96,2,4943
other,11 BHK,5000.0,9.0,360.0,11,7200
Harlur,3 BHK,2450.0,3.0,120.0,3,4897
Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3,2887
other,2 BHK,850.0,2.0,30.0,2,3529
Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,6176
Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,4545
other,2 BHK,1150.0,2.0,126.0,2,10956
Hebbal,3 BHK,1760.0,2.0,130.0,3,7386
Ambalipura,3 BHK,1800.0,3.0,110.0,3,6111
Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2,5046
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,4,14666
Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597
Amruthahalli,2 BHK,900.0,2.0,40.0,2,4444
other,4 BHK,1200.0,4.0,230.0,4,19166
Whitefield,2 BHK,1130.0,2.0,42.16,2,3730
Koramangala,2 BHK,1320.0,2.0,165.0,2,12500
Kodigehalli,2 BHK,1270.0,2.0,98.0,2,7716
other,2 BHK,1200.0,2.0,62.0,2,5166
other,4 BHK,4800.0,4.0,235.0,4,4895
other,2 BHK,1200.0,2.0,74.0,2,6166
Subramanyapura,2 BHK,929.0,2.0,50.17,2,5400
other,4 BHK,1150.0,4.0,260.0,4,22608
Basavangudi,4 Bedroom,1125.0,4.0,180.0,4,16000
Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5,13000
other,5 Bedroom,1200.0,5.0,190.0,5,15833
other,3 BHK,1464.0,3.0,56.0,3,3825
7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4,11111
other,4 Bedroom,2000.0,4.0,99.0,4,4950
Chikkalasandra,2 BHK,1208.0,2.0,49.0,2,4056
Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2,5309
other,3 BHK,1753.0,3.0,120.0,3,6845
Old Madras Road,5 BHK,4500.0,7.0,337.0,5,7488
Banjara Layout,3 Bedroom,600.0,3.0,58.0,3,9666
Hoodi,2 BHK,1196.0,2.0,94.42,2,7894
5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2,4565
Electronic City,2 BHK,1128.0,2.0,63.0,2,5585
other,2 BHK,1000.0,2.0,53.0,2,5300
Yelahanka,2 BHK,1035.0,2.0,45.0,2,4347
Kereguddadahalli,2 BHK,950.0,2.0,32.0,2,3368
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,3348
Whitefield,2 BHK,1040.0,2.0,48.5,2,4663
other,2 Bedroom,720.0,2.0,45.0,2,6250
Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,6287
other,3 BHK,1300.0,3.0,58.0,3,4461
Hoodi,3 BHK,1545.0,3.0,68.75,3,4449
Shampura,1 BHK,375.0,2.0,26.0,1,6933
Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578
other,2 BHK,1115.0,2.0,40.0,2,3587
JP Nagar,2 BHK,1000.0,2.0,35.0,2,3500
Kambipura,2 BHK,883.0,2.0,45.0,2,5096
Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2,5857
other,4 Bedroom,1200.0,3.0,165.0,4,13750
other,1 Bedroom,700.0,1.0,41.0,1,5857
Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377
8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4,13636
Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4,1705
other,4 BHK,1600.0,4.0,80.0,4,5000
Haralur Road,4 BHK,2805.0,5.0,154.0,4,5490
Begur Road,3 BHK,1584.0,3.0,65.0,3,4103
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4,9166
Hosur Road,3 BHK,1175.0,2.0,48.0,3,4085
other,3 BHK,1595.0,3.0,115.0,3,7210
other,2 BHK,1353.0,2.0,110.0,2,8130
Electronic City,3 BHK,1599.0,3.0,125.0,3,7817
Whitefield,2 BHK,1150.0,2.0,70.0,2,6086
Jakkur,4 BHK,5230.0,6.0,465.0,4,8891
KR Puram,2 BHK,1155.0,2.0,42.74,2,3700
other,1 BHK,1200.0,2.0,85.0,1,7083
Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,2500
Thanisandra,4 BHK,3000.0,4.0,120.0,4,4000
Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3,8569
Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2,3756
other,2 BHK,1028.0,2.0,45.5,2,4426
Arekere,2 BHK,1222.0,2.0,45.0,2,3682
Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,5641
Hebbal,3 BHK,2400.0,4.0,245.0,3,10208
other,3 BHK,1385.0,2.0,48.48,3,3500
HSR Layout,2 BHK,1372.0,2.0,68.0,2,4956
Magadi Road,3 BHK,1282.0,2.0,49.0,3,3822
Mico Layout,9 BHK,5000.0,9.0,210.0,9,4200
other,5 Bedroom,3000.0,3.0,528.0,5,17600
Kanakpura Road,2 BHK,1135.0,2.0,39.73,2,3500
Whitefield,3 BHK,1768.0,3.0,101.0,3,5712
other,3 BHK,1325.0,2.0,90.0,3,6792
Electronic City,3 BHK,1599.0,3.0,99.0,3,6191
Whitefield,3 Bedroom,1500.0,3.0,61.95,3,4130
other,3 Bedroom,2610.0,3.0,499.0,3,19118
Uttarahalli,2 BHK,1286.0,2.0,63.0,2,4898
Kammanahalli,5 BHK,2845.0,5.0,140.0,5,4920
other,3 BHK,1600.0,2.0,50.0,3,3125
Hennur Road,2 BHK,1317.5,2.0,63.77,2,4840
Hebbal,3 BHK,3450.0,5.0,260.0,3,7536
Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870
Yelahanka,2 BHK,1350.0,2.0,54.0,2,4000
Banashankari,3 BHK,1200.0,2.0,42.0,3,3500
Hosa Road,6 Bedroom,1300.0,6.0,145.0,6,11153
other,2 Bedroom,1800.0,1.0,80.0,2,4444
Chikkabanavar,2 BHK,950.0,2.0,40.0,2,4210
Kanakpura Road,1 BHK,525.0,1.0,27.25,1,5190
Attibele,2 BHK,656.0,2.0,25.0,2,3810
Marathahalli,4 Bedroom,1780.0,4.0,175.0,4,9831
other,2 BHK,1056.0,2.0,80.0,2,7575
Bannerghatta Road,1 BHK,595.0,1.0,33.32,1,5600
other,2 BHK,1080.0,2.0,50.0,2,4629
7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3,7191
Bommasandra,2 BHK,1126.0,2.0,28.15,2,2500
Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,5637
HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4,15000
Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3,6451
other,2 BHK,1160.0,2.0,55.0,2,4741
Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601
Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3,5952
Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935
Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4,10089
other,3 BHK,1544.0,3.0,120.0,3,7772
Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,4498
Marathahalli,2 BHK,1230.0,2.0,80.0,2,6504
other,2 Bedroom,1200.0,2.0,65.0,2,5416
Harlur,3 BHK,1460.0,3.0,73.0,3,5000
Gottigere,2 BHK,967.0,2.0,45.0,2,4653
other,1 Bedroom,540.0,1.0,36.0,1,6666
Hormavu,1 BHK,715.0,1.0,46.0,1,6433
Whitefield,3 BHK,2500.0,3.0,313.0,3,12520
other,3 BHK,1578.0,3.0,180.0,3,11406
Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799
Jigani,2 BHK,1020.0,2.0,40.0,2,3921
Koramangala,2 BHK,1253.0,2.0,102.0,2,8140
other,2 BHK,1180.0,2.0,42.0,2,3559
Nehru Nagar,2 BHK,961.0,2.0,38.0,2,3954
Kanakapura,3 BHK,1419.0,3.0,75.0,3,5285
Harlur,3 BHK,1709.0,3.0,150.0,3,8777
other,2 Bedroom,1600.0,2.0,115.0,2,7187
other,1 BHK,416.0,1.0,18.5,1,4447
Sanjay nagar,2 BHK,1100.0,2.0,98.0,2,8909
HSR Layout,3 BHK,1430.0,2.0,65.0,3,4545
other,2 BHK,1260.0,2.0,45.0,2,3571
other,3 BHK,1630.0,3.0,85.0,3,5214
Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3,3579
Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3,5862
Konanakunte,3 BHK,2791.0,3.0,223.0,3,7989
other,1 BHK,600.0,1.0,90.0,1,15000
other,1 BHK,834.0,1.0,60.0,1,7194
other,3 Bedroom,1125.0,4.0,70.0,3,6222
Arekere,3 BHK,2060.0,3.0,140.0,3,6796
Malleshwaram,7 BHK,12000.0,7.0,2200.0,7,18333
Gottigere,2 BHK,891.0,2.0,25.0,2,2805
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,4330
Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3,3441
other,4 BHK,3000.0,5.0,260.0,4,8666
Brookefield,4 Bedroom,2440.0,5.0,425.0,4,17418
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583
Thanisandra,2 BHK,1075.0,2.0,45.8,2,4260
Kaggadasapura,2 BHK,1140.0,2.0,40.0,2,3508
Margondanahalli,5 Bedroom,940.0,4.0,150.0,5,15957
other,6 Bedroom,2160.0,5.0,250.0,6,11574
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2,3853
R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4,4666
Whitefield,4 BHK,4104.0,4.0,360.0,4,8771
Whitefield,3 BHK,1790.0,3.0,100.0,3,5586
Hebbal,3 BHK,1920.0,3.0,134.0,3,6979
HRBR Layout,2 BHK,1374.0,2.0,95.0,2,6914
Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3,6574
Kanakapura,1 BHK,711.0,1.0,36.0,1,5063
Tumkur Road,3 BHK,1500.0,3.0,95.0,3,6333
Whitefield,3 BHK,1720.0,3.0,100.0,3,5813
Vasanthapura,3 BHK,1400.0,3.0,60.0,3,4285
Kundalahalli,2 BHK,1030.0,2.0,49.0,2,4757
Mysore Road,2 BHK,1200.0,2.0,85.0,2,7083
other,3 BHK,1375.0,3.0,70.0,3,5090
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2,5333
Jalahalli,3 BHK,2250.0,3.0,160.0,3,7111
Bellandur,2 BHK,1000.0,2.0,50.0,2,5000
other,1 BHK,469.0,1.0,25.0,1,5330
Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578
Kambipura,2 BHK,883.0,2.0,29.0,2,3284
GM Palaya,3 BHK,1820.0,2.0,86.0,3,4725
Singasandra,3 BHK,1440.0,2.0,65.0,3,4513
other,6 BHK,3600.0,4.0,160.0,6,4444
Malleshwaram,4 BHK,2500.0,5.0,325.0,4,13000
Mahadevpura,2 BHK,1225.0,2.0,48.0,2,3918
other,3 Bedroom,4000.0,3.0,660.0,3,16500
Chikkalasandra,2 BHK,875.0,2.0,52.8,2,6034
Jalahalli East,1 BHK,750.0,1.0,40.0,1,5333
6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2,6779
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936
Hennur Road,3 BHK,1500.0,2.0,62.0,3,4133
other,2 BHK,1160.0,2.0,52.2,2,4500
Hosakerehalli,3 BHK,2378.0,3.0,262.0,3,11017
Sarjapur,2 BHK,1128.0,2.0,60.0,2,5319
Hebbal,3 BHK,1500.0,3.0,150.0,3,10000
other,3 BHK,1220.0,2.0,35.23,3,2887
Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2,4793
Kanakpura Road,3 BHK,1100.0,2.0,58.0,3,5272
Bommasandra,3 BHK,1200.0,3.0,46.0,3,3833
Haralur Road,4 BHK,3385.0,5.0,260.0,4,7680
other,3 BHK,1641.0,3.0,66.0,3,4021
Horamavu Agara,2 BHK,1200.0,2.0,45.0,2,3750
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2,5348
Mahadevpura,3 BHK,1720.0,3.0,78.0,3,4534
Yelahanka,2 BHK,1132.5,2.0,48.13,2,4249
Yelahanka,2 BHK,1210.0,2.0,45.98,2,3800
Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4,9090
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,4186
Thanisandra,3 BHK,1702.0,3.0,130.0,3,7638
other,2 BHK,1630.0,2.0,200.0,2,12269
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2,3378
other,3 BHK,2072.0,3.0,108.0,3,5212
other,3 Bedroom,1200.0,2.0,70.0,3,5833
other,3 BHK,1350.0,3.0,77.0,3,5703
other,4 Bedroom,4046.0,4.0,445.0,4,10998
other,3 BHK,1180.0,2.0,78.34,3,6638
Yelahanka,3 BHK,35000.0,3.0,130.0,3,371
other,2 BHK,1355.0,2.0,115.0,2,8487
other,1 Bedroom,600.0,1.0,50.0,1,8333
Hormavu,7 Bedroom,1200.0,7.0,150.0,7,12500
Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3,7317
other,5 Bedroom,1200.0,5.0,100.0,5,8333
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,4789
OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4,15625
Marathahalli,2 BHK,1019.0,2.0,49.85,2,4892
other,3 BHK,1875.0,3.0,165.0,3,8800
Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3,3200
Brookefield,3 Bedroom,1200.0,3.0,140.0,3,11666
Whitefield,2 BHK,1140.0,2.0,56.0,2,4912
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,6476
Kaggadasapura,3 BHK,1515.0,3.0,83.3,3,5498
Hoodi,4 BHK,2118.0,4.0,111.0,4,5240
Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4,4202
Varthur Road,2 BHK,1083.0,2.0,61.75,2,5701
other,2 Bedroom,600.0,2.0,55.0,2,9166
other,3 BHK,2300.0,3.0,120.0,3,5217
other,2 BHK,1240.0,2.0,60.0,2,4838
other,3 BHK,1750.0,3.0,120.0,3,6857
other,2 BHK,1230.0,2.0,43.48,2,3534
Anjanapura,3 Bedroom,1500.0,3.0,139.0,3,9266
Abbigere,2 BHK,985.0,2.0,40.39,2,4100
Tindlu,3 Bedroom,1500.0,2.0,87.0,3,5800
Electronic City,2 BHK,1125.0,2.0,32.49,2,2888
other,2 BHK,950.0,2.0,44.0,2,4631
Kothanur,3 BHK,1580.0,3.0,76.0,3,4810
other,3 Bedroom,1092.0,2.0,98.5,3,9020
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600
Hennur Road,3 Bedroom,2264.0,3.0,159.0,3,7022
Dommasandra,3 BHK,1033.0,2.0,25.53,3,2471
Kammasandra,2 BHK,810.0,2.0,24.5,2,3024
other,2 BHK,1045.0,2.0,45.0,2,4306
Hebbal,2 BHK,1337.0,2.0,82.0,2,6133
Chandapura,2 BHK,1200.0,2.0,32.0,2,2666
Koramangala,3 BHK,1580.0,3.0,160.0,3,10126
Begur Road,3 BHK,1500.0,2.0,54.0,3,3600
Whitefield,3 BHK,1640.0,4.0,91.0,3,5548
other,3 BHK,1570.0,3.0,62.0,3,3949
Gubbalala,3 BHK,1470.0,2.0,82.0,3,5578
Kengeri,2 BHK,1160.0,2.0,40.61,2,3500
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,6761
other,3 BHK,1855.0,3.0,225.0,3,12129
Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3,6164
Hulimavu,3 BHK,1823.0,3.0,100.0,3,5485
Electronic City,2 BHK,1094.0,2.0,42.0,2,3839
Budigere,2 BHK,1153.0,2.0,57.0,2,4943
other,3 BHK,1325.0,3.0,57.0,3,4301
Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4,7083
Jakkur,3 BHK,1590.0,2.0,125.0,3,7861
other,5 Bedroom,1210.0,4.0,160.0,5,13223
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4,18333
other,2 BHK,1202.0,2.0,48.0,2,3993
Haralur Road,2 BHK,1202.0,2.0,53.0,2,4409
other,2 BHK,1200.0,2.0,62.5,2,5208
Panathur,3 BHK,1688.0,3.0,118.0,3,6990
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2,5098
Sarjapur,2 BHK,1185.0,2.0,47.0,2,3966
Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2,4213
Hosakerehalli,4 BHK,3205.0,5.0,500.0,4,15600
Banashankari,2 BHK,1077.0,2.0,37.64,2,3494
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,4664
EPIP Zone,3 BHK,2330.0,3.0,162.0,3,6952
Whitefield,2 BHK,805.0,2.0,35.0,2,4347
other,1 BHK,425.0,1.0,20.03,1,4712
Whitefield,2 BHK,1155.0,2.0,59.95,2,5190
Cunningham Road,4 BHK,5270.0,4.0,1250.0,4,23719
Anekal,2 BHK,656.0,2.0,22.0,2,3353
other,2 BHK,1100.0,2.0,48.0,2,4363
Mahadevpura,2 BHK,1150.0,2.0,52.0,2,4521
other,1 Bedroom,600.0,1.0,60.0,1,10000
other,2 BHK,1468.0,2.0,140.0,2,9536
other,4 Bedroom,4300.0,5.0,550.0,4,12790
Whitefield,3 BHK,2280.0,4.0,126.0,3,5526
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2,7233
Jakkur,2 BHK,1279.0,2.0,77.0,2,6020
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,4444
Thanisandra,2 BHK,1185.0,2.0,43.51,2,3671
other,3 BHK,1750.0,3.0,85.0,3,4857
Kudlu,2 BHK,1152.0,2.0,53.5,2,4644
other,5 Bedroom,1000.0,4.0,160.0,5,16000
Hulimavu,2 BHK,1300.0,2.0,36.0,2,2769
Varthur Road,4 Bedroom,2760.0,4.0,155.0,4,5615
5th Phase JP Nagar,2 BHK,1070.0,2.0,39.0,2,3644
Uttarahalli,2 BHK,1101.0,2.0,45.0,2,4087
other,2 BHK,775.0,2.0,55.0,2,7096
Yeshwanthpur,1 BHK,667.0,1.0,36.85,1,5524
Electronic City,2 BHK,1070.0,2.0,55.0,2,5140
Old Airport Road,3 BHK,1875.0,2.0,110.0,3,5866
Kundalahalli,2 BHK,735.0,2.0,57.99,2,7889
Sarjapur,5 Bedroom,4360.0,4.0,90.0,5,2064
Koramangala,3 BHK,1750.0,3.0,130.0,3,7428
Marathahalli,2 BHK,1215.0,2.0,67.0,2,5514
other,9 Bedroom,600.0,9.0,190.0,9,31666
Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658
Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2,5090
Battarahalli,3 BHK,1779.0,3.0,89.61,3,5037
other,2 BHK,1105.0,2.0,58.0,2,5248
Whitefield,3 BHK,1650.0,3.0,60.0,3,3636
Jalahalli,2 BHK,1694.0,2.0,150.0,2,8854
Hosakerehalli,3 BHK,2376.0,3.0,203.0,3,8543
Cox Town,3 BHK,1975.0,3.0,150.0,3,7594
Kammasandra,2 BHK,674.0,2.0,33.0,2,4896
Kaggadasapura,2 BHK,1185.0,2.0,41.0,2,3459
Thanisandra,1 RK,445.0,1.0,28.0,1,6292
other,6 Bedroom,900.0,7.0,76.0,6,8444
HSR Layout,3 BHK,1475.0,3.0,75.0,3,5084
Gottigere,3 BHK,1618.0,3.0,82.5,3,5098
Koramangala,2 BHK,1120.0,2.0,65.0,2,5803
Marathahalli,4 BHK,2181.0,3.0,152.0,4,6969
Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4,7500
other,6 Bedroom,600.0,4.0,65.0,6,10833
Bannerghatta Road,3 BHK,1556.0,2.0,59.13,3,3800
Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2,5599
Thanisandra,2 BHK,1296.0,2.0,83.0,2,6404
Kaggadasapura,2 BHK,1275.0,2.0,52.0,2,4078
other,7 Bedroom,1875.0,2.0,300.0,7,16000
Kathriguppe,3 BHK,1400.0,2.0,77.0,3,5500
Gottigere,2 BHK,1222.0,2.0,63.0,2,5155
Electronic City,2 BHK,940.0,2.0,41.0,2,4361
Thanisandra,2 BHK,1185.0,2.0,42.6,2,3594
Tumkur Road,3 BHK,1779.0,3.0,112.0,3,6295
Begur Road,3 BHK,1615.0,3.0,59.76,3,3700
Haralur Road,2 BHK,1056.0,2.0,61.0,2,5776
7th Phase JP Nagar,2 BHK,1100.0,2.0,46.0,2,4181
Arekere,2 BHK,920.0,2.0,40.0,2,4347
other,3 BHK,1602.0,2.0,75.0,3,4681
Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2,5272
HBR Layout,4 Bedroom,675.0,3.0,59.0,4,8740
other,3 BHK,1352.0,3.0,135.0,3,9985
Kasavanhalli,3 BHK,1717.0,3.0,99.0,3,5765
other,4 Bedroom,10961.0,4.0,80.0,4,729
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,5238
Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401
Anandapura,2 BHK,1141.0,2.0,42.79,2,3750
Hennur Road,2 BHK,1157.0,2.0,84.0,2,7260
Chandapura,2 BHK,1025.0,2.0,27.68,2,2700
Yelahanka New Town,1 BHK,650.0,1.0,33.0,1,5076
Hebbal,2 BHK,1349.0,2.0,98.0,2,7264
Narayanapura,3 BHK,1566.0,3.0,83.3,3,5319
Sahakara Nagar,4 BHK,2830.0,3.0,195.0,4,6890
Electronic City,3 BHK,1320.0,2.0,38.13,3,2888
other,3 BHK,1780.0,3.0,84.83,3,4765
Varthur,2 BHK,1091.0,2.0,34.9,2,3198
Rachenahalli,4 BHK,3670.0,4.0,300.0,4,8174
7th Phase JP Nagar,2 BHK,918.0,2.0,50.49,2,5500
Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4,6666
Panathur,3 BHK,1695.0,3.0,90.0,3,5309
Yelahanka,3 BHK,1705.0,3.0,95.0,3,5571
Kalyan nagar,3 BHK,1375.0,3.0,75.0,3,5454
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
Whitefield,2 BHK,1447.0,2.0,83.0,2,5736
Thanisandra,2 BHK,1114.0,2.0,39.0,2,3500
7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3,6896
other,2 BHK,460.0,1.0,15.0,2,3260
Vasanthapura,2 BHK,1022.0,2.0,40.0,2,3913
Hebbal,2 BHK,1000.0,2.0,45.0,2,4500
Electronic City,2 BHK,1128.0,2.0,68.75,2,6094
Kanakpura Road,2 BHK,1180.0,2.0,57.0,2,4830
TC Palaya,6 Bedroom,1000.0,6.0,69.0,6,6900
Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2,12500
other,3 BHK,3761.0,3.0,660.0,3,17548
Kanakpura Road,2 BHK,1339.0,2.0,75.0,2,5601
Yelachenahalli,3 BHK,1400.0,2.0,55.0,3,3928
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2,3800
Kadugodi,2 BHK,1198.0,2.0,58.0,2,4841
other,4 Bedroom,1200.0,3.0,95.0,4,7916
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3,6682
Bisuvanahalli,3 BHK,1075.0,3.0,36.0,3,3348
1st Block Jayanagar,3 BHK,1630.0,3.0,194.0,3,11901
8th Phase JP Nagar,3 BHK,1240.0,3.0,43.5,3,3508
Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2,5250
Mallasandra,3 BHK,1665.0,3.0,86.58,3,5200
Marathahalli,3 BHK,2489.0,3.0,94.0,3,3776
Brookefield,2 BHK,1142.0,2.0,70.0,2,6129
other,3 BHK,1976.0,3.0,184.0,3,9311
other,4 Bedroom,5500.0,4.0,600.0,4,10909
Kothannur,3 BHK,1853.0,3.0,82.0,3,4425
Vijayanagar,8 Bedroom,600.0,4.0,72.0,8,12000
Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2,5871
Talaghattapura,2 BHK,1090.0,2.0,27.24,2,2499
Raja Rajeshwari Nagar,6 Bedroom,1200.0,4.0,125.0,6,10416
other,4 Bedroom,2400.0,4.0,640.0,4,26666
Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2,4380
Subramanyapura,2 BHK,1200.0,2.0,52.0,2,4333
Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2,4120
Magadi Road,2 BHK,884.0,2.0,41.1,2,4649
other,5 Bedroom,900.0,3.0,80.0,5,8888
Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2,4871
KR Puram,2 BHK,1225.0,2.0,46.55,2,3800
Electronic City,2 BHK,1342.0,2.0,73.3,2,5461
Uttarahalli,2 BHK,1345.0,2.0,67.0,2,4981
Kodigehaali,3 BHK,1320.0,3.0,65.0,3,4924
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2,4332
Battarahalli,2 BHK,1300.0,2.0,50.0,2,3846
Hosa Road,3 BHK,1652.0,3.0,85.0,3,5145
Thigalarapalya,3 BHK,2072.0,4.0,142.0,3,6853
Arekere,3 BHK,1740.0,2.0,95.0,3,5459
Electronic City,3 BHK,1360.0,2.0,71.0,3,5220
Hosur Road,3 BHK,1145.0,2.0,60.0,3,5240
Uttarahalli,3 BHK,1540.0,2.0,40.0,3,2597
Sarjapur  Road,2 BHK,1278.0,2.0,95.0,2,7433
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1,6349
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3,5272
other,3 Bedroom,1200.0,3.0,95.0,3,7916
other,7 Bedroom,2500.0,6.0,115.0,7,4600
Chandapura,1 BHK,582.5,1.0,15.135,1,2598
Chandapura,2 BHK,1015.0,2.0,25.88,2,2549
Hosur Road,5 Bedroom,3300.0,5.0,240.0,5,7272
Basaveshwara Nagar,5 Bedroom,4500.0,5.0,415.0,5,9222
Gunjur,3 BHK,1356.0,2.0,66.0,3,4867
other,2 BHK,823.0,2.0,28.0,2,3402
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500
Ramamurthy Nagar,2 BHK,1050.0,2.0,37.0,2,3523
other,2 BHK,1180.0,2.0,69.0,2,5847
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2,3999
Varthur,2 BHK,1385.0,2.0,80.0,2,5776
Varthur,1 Bedroom,1000.0,1.0,70.0,1,7000
Whitefield,3 BHK,1897.0,3.0,130.0,3,6852
Magadi Road,2 BHK,1005.0,2.0,55.78,2,5550
Green Glen Layout,3 BHK,1575.0,3.0,125.0,3,7936
Subramanyapura,2 BHK,975.0,2.0,65.0,2,6666
Hennur Road,3 BHK,1904.0,3.0,120.0,3,6302
Kengeri Satellite Town,1 BHK,930.0,1.0,30.0,1,3225
Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952
other,1 BHK,686.0,1.0,17.0,1,2478
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2,6250
other,2 Bedroom,1410.0,1.0,233.0,2,16524
Sarjapur  Road,3 Bedroom,2238.0,3.0,140.0,3,6255
Harlur,2 BHK,1174.0,2.0,69.0,2,5877
Thubarahalli,4 Bedroom,3800.0,4.0,239.0,4,6289
Whitefield,3 BHK,2225.0,2.0,125.0,3,5617
other,2 BHK,1250.0,2.0,200.0,2,16000
Jigani,2 BHK,918.0,2.0,52.0,2,5664
Mahadevpura,2 BHK,1250.0,2.0,52.0,2,4160
Sarjapur  Road,3 BHK,1800.0,3.0,110.0,3,6111
Marathahalli,2 BHK,1170.0,2.0,53.0,2,4529
